考点ID,版本ID,学段,L1(范围),L2(模块),L3(主题),L4(原子考点),是否启用学段版本,适用学段,版本语义描述,挂载知识点(必要),挂载知识点(可选),依赖强度,策略前置,教材版本,年级,学期,单元序号,单元名称,小节序号,小节名称,主思想ID,次要思想ID,考法本体UI,核心算力要求,次要算力/变式方向,D1核心数学模型,D2思维路径,I信息隐蔽度,C考点复合度,Ch认知通道
KF-0200,KF-0200-V2,高年级,课内,量与计量,体积单位,体积单位的计算(跨级单位+容积),是,5,6,体积容积单位混合换算:立方分米=升,KP-0390|KP-0388,,0.90|0.85,unit_conversion:KF-0198-V1,人教版,5,下,3,长方体和正方体,5,容积和容积单位,ID-102,ID-202,图文结合,ALG_L3,体积容积概念辨析,VOLUME,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0201,全学段,课内,量与计量,重量单位,重量单位的计算(含换算),千克与克的进率、吨与千克的进率(L2),ID-202 [算理转化],,纯文本/算式,KP-0129|KP-0185,从结果反推,,,,,,,,,,ID-102,,纯文本/算式,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0202,全学段,课内,量与计量,人民币,人民币的计算(含换算),元角分的进率、人民币的加减计算(L2),ID-202 [算理转化],,纯文本/算式,KP-0472|KP-0473,从结果反推,,,,,,,,,,ID-102,,生活情境,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0203,全学段,课内,统计与概率,统计表,按给定标准分类计数,按不同标准分类分析(L2),ID-901 [组合枚举],,图文结合,KP-0139,从结果反推; 起始刻度非零,,,,,,,,,,ID-901,,图文结合,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-V
KF-0204,全学段,课内,统计与概率,统计表,用画正字的方法统计,按不同标准分类分析(L2),ID-901 [组合枚举],,图文结合,KP-0139,从结果反推; 起始刻度非零,,,,,,,,,,ID-901,,图文结合,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-V
KF-0205,全学段,课内,统计与概率,统计表,分段频次统计表,复式统计表的结构与读取、按不同标准分类分析(L2),ID-901 [组合枚举],,图文结合,KP-0140|KP-0139,从结果反推; 起始刻度非零,,,,,,,,,,ID-901,,图文结合,ALG_L2,,STATISTICS,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0206,全学段,课内,统计与概率,统计表,根据统计图表解决问题,复式统计表的结构与读取、平均数的计算分析(L2),ID-401 [图解算理],,图文结合,KP-0140|KP-0307,从结果反推; 起始刻度非零,,,,,,,,,,ID-301,,图文结合,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0207,KF-0207-V1,中年级,课内,统计与概率,平均数,平均数的直观理解(移多补少),是,3,4,移多补少原理的直观操作:看图平均,KP-0306,,0.95,average_intuition:KF-0207-V1,人教版,4,下,8,平均数与条形统计图,1,平均数的意义,ID-301,ID-401,图文结合,ALG_L2,直观操作验证,STATISTICS,D2_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-V
KF-0207,KF-0207-V2,中年级,课内,统计与概率,平均数,已知平均数求未知数,是,4,5,平均数公式的逆向应用:代数推理,KP-0307|KP-0306,,0.90|0.85,average_intuition:KF-0207-V1,人教版,4,下,8,平均数与条形统计图,2,平均数的计算,ID-301,ID-501,纯文本/算式,ALG_L3,多步倒推|列方程,STATISTICS,D4_REVERSE_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0208,KF-0208-V1,中年级,课内,统计与概率,平均数,用平均数比较数据的整体情况,否,4,5,平均数应用:比较数据集整体水平,KP-0307|KP-0306,,0.85|0.80,,人教版,4,下,8,平均数与条形统计图,3,平均数的应用,ID-301,ID-602,图文结合,ALG_L2,已知结果反求条件,STATISTICS,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0209,KF-0209-V1,低年级,课内,统计与概率,统计图,选择合适的统计图(条形统计图),是,2,3,数据量较小无趋势要求时选条形图,KP-0304|KP-0305,,0.85|0.80,chart_selection:KF-0209-V1,人教版,4,上,7,条形统计图,1,1格代表多个单位的条形统计图,ID-301,ID-401,图文结合,ALG_L3,直接给出隐含条件|加入无关数据,STATISTICS,D2_REVERSE_SINGLE,I2_HIDDEN,C2_INTRA_MODULE,Ch-V
KF-0210,KF-0210-V1,中年级,课内,统计与概率,统计图,选择合适的统计图(折线统计图),是,4,5,需展示数据变化趋势时选折线图,KP-0393|KP-0394,,0.90|0.85,chart_selection:KF-0209-V1,人教版,5,下,7,折线统计图,1,单式折线统计图,ID-301,ID-401,图文结合,ALG_L3,起始刻度非零|多组数据对比,STATISTICS,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0211,KF-0211-V1,高年级,课内,统计与概率,统计图,选择合适的统计图(扇形统计图),是,6,需展示数据占比关系时选扇形图,KP-0460|KP-0448,,0.95|0.85,chart_selection:KF-0209-V1,人教版,6,上,7,扇形统计图,1,扇形统计图的特征与意义,ID-301,ID-401,图文结合,ALG_L4,百分数换算|总体为100%,STATISTICS,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0212,全学段,课内,统计与概率,统计图,根据数据绘制或补充统计图(表),1格代表多个单位的条形统计图、单式折线统计图等分析(L2),ID-401 [图解算理],,图文结合,KP-0304|KP-0393|KP-0140,从结果反推; 起始刻度非零,,,,,,,,,,ID-301,,图文结合,ALG_L2,,STATISTICS,D2_FORWARD_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-V
KF-0213,全学段,课内,统计与概率,计数,数直线上的线段,线段的直观特征、植树问题(L2),ID-901 [组合枚举],,图文结合,KP-0121|KP-0176,从结果反推,,,,,,,,,,ID-102,,生活情境,ALG_L2,,LENGTH,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0214,全学段,课内,统计与概率,计数,数图形个数(有规律地数),找规律、加法结合律(L2),ID-901 [组合枚举],,图文结合,KP-0397|KP-0256,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0215,全学段,课内,统计与概率,计数,比赛场次(循环赛),搭配问题、组合型搭配(L2),ID-901 [组合枚举],,图文结合,KP-0510|KP-0511,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,LOGIC,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0216,全学段,课内,统计与概率,搭配与枚举,有序搭配(衣服搭配类),搭配问题(L2),ID-901 [组合枚举],,图文结合,KP-0510,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,LOGIC,D2_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0217,全学段,课内,统计与概率,搭配与枚举,路线搭配(走法计数),搭配问题、加法原理等(L2),ID-901 [组合枚举],,图文结合,KP-0510|KP-0531|KP-0532,从结果反推,,,,,,,,,,ID-901,,纯文本/算式,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0218,全学段,课内,统计与概率,搭配与枚举,排列(有序)与组合(无序)的区分,搭配问题、组合型搭配(L4),ID-901 [组合枚举],,图文结合,KP-0510|KP-0511,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-901,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0219,全学段,课内,位置与方向,确定位置,根据空间方位描述确定位置(上下前后左右),上下前后的认识、左右的认识(L1),ID-401 [图解算理],,纯文本/算式,KP-0207|KP-0208,已知结果反求条件; 串联两步计算,,,,,,,,,,ID-401,,纯文本/算式,ALG_L1,,TRANSFORM,D1_FORWARD_SINGLE,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0220,全学段,课内,位置与方向,确定位置,用东南西北描述物体路线,东南西北的认识、东北/东南/西北/西南的认识(L2),ID-401 [图解算理],,纯文本/算式,KP-0209|KP-0210,从结果反推,,,,,,,,,,ID-401,,纯文本/算式,ALG_L2,,TRANSFORM,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0221,全学段,课内,位置与方向,确定位置,用方向和距离描述位置,用方向和距离确定位置、东南西北的认识(L1),ID-401 [图解算理],,纯文本/算式,KP-0459|KP-0209,已知结果反求条件; 串联两步计算,,,,,,,,,,ID-401,,纯文本/算式,ALG_L1,,TRANSFORM,D1_FORWARD_SINGLE,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0222,全学段,课内,位置与方向,确定位置,根据方向和角度确定位置,用方向和距离确定位置、角的度量方法(L4),ID-401 [图解算理],,纯文本/算式,KP-0459|KP-0282,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-401,,纯文本/算式,ALG_L4,,TRANSFORM,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0223,全学段,课内,位置与方向,确定位置,用数对确定位置(方格纸),用数对确定位置(L3),ID-401 [图解算理],,图文结合,KP-0391,纯数值计算; 图中信息不完整,,,,,,,,,,ID-401,,纯文本/算式,ALG_L3,,TRANSFORM,D2_REVERSE_SINGLE,I0_RAW,C1_SINGLE,Ch-A
KF-0224,全学段,课内,逻辑与策略,游戏策略,合理安排时间(家务并行),沏茶问题、计算经过的时间(L2),ID-1001 [时间统筹],,纯文本/算式,KP-0512|KP-0136,从结果反推; 从必胜态倒推,,,,,,,,,,ID-1001,,生活情境,ALG_L2,,OPTIMIZATION,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0225,全学段,课内,逻辑与策略,游戏策略,合理安排时间(烙饼问题),沏茶问题、计算经过的时间(L2),ID-1001 [时间统筹],,纯文本/算式,KP-0512|KP-0136,从结果反推; 从必胜态倒推,,,,,,,,,,ID-1001,,生活情境,ALG_L2,,OPTIMIZATION,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0226,全学段,课内,逻辑与策略,游戏策略,简单逻辑推理(3-4元素排除法),逻辑推理、按不同标准分类(L2),ID-901 [组合枚举],,纯文本/算式,KP-0515|KP-0139,从结果反推; 从必胜态倒推,,,,,,,,,,ID-1002,,纯文本/算式,ALG_L2,,LOGIC,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0227,全学段,课内,逻辑与策略,游戏策略,天平找次品,找次品(L2),ID-602 [极值与估算]; ID-1001 [时间统筹],,纯文本/算式,KP-0517,从结果反推; 从必胜态倒推,,,,,,,,,,ID-1002,,纯文本/算式,ALG_L2,,LOGIC,D2_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0228,全学段,课内,逻辑与策略,游戏策略,田忌赛马(对策优化),田忌赛马(L5),ID-1002 [策略博弈],,纯文本/算式,KP-0513,从结果反推; 从必胜态倒推,,,,,,,,,,ID-1002,,纯文本/算式,ALG_L5,,OPTIMIZATION,D4_REVERSE_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0229,全学段,课内,逻辑与策略,游戏策略,抽屉原理(最不利原则),抽屉原理的认识(L4),ID-1101 [最不利原则],,纯文本/算式,KP-0465,直接给出隐含条件; 加入无关数据; 从必胜态倒推,,,,,,,,,,ID-1002,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0230,全学段,课内,逻辑与策略,编码问题,解读编码(数字字母组合),数字编码问题、亿以内数的计数单位与数位顺序(L4),ID-901 [组合枚举],,纯文本/算式,KP-0518|KP-0224,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-901,,纯文本/算式,ALG_L4,,NUMBER_SYSTEM,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0231,全学段,课内,逻辑与策略,排除干扰,排除干扰条件解决问题,含小括号的混合运算(L4),ID-602 [极值与估算],,纯文本/算式,KP-0100,,,,,,,,,,,ID-402,,纯文本/算式,ALG_L4,,PART_WHOLE,D3_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0232,全学段,课内,逻辑与策略,线段图,用线段图分析数量关系,线段的直观特征、比多比少问题等(L3),ID-402 [线段图模],,图文结合,KP-0121|KP-0083|KP-0085,纯数值计算; 图中信息不完整,,,,,,,,,,ID-401,,纯文本/算式,ALG_L3,,CHANGE,D2_REVERSE_SINGLE,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0233,全学段,课内,数与代数,找规律,数列规律(等差型),找规律、100以内的加减混合计算运算(L2),ID-403 [数阵规律],,纯文本/算式,KP-0397|KP-0082,从结果反推; 已知第n项求n,,,,,,,,,,ID-403,,纯文本/算式,ALG_L2,,PART_WHOLE,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0234,全学段,课内,数与代数,找规律,数列规律(递推型),找规律、100以内的加减混合计算运算(L2),ID-403 [数阵规律],,纯文本/算式,KP-0397|KP-0082,从结果反推; 已知第n项求n,,,,,,,,,,ID-403,,纯文本/算式,ALG_L3,,PART_WHOLE,D2_REVERSE_SINGLE,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0235,全学段,课内,数与代数,找规律,数列规律(周期型),周期问题、有余数除法的竖式计算运算(L2),ID-801 [循环周期],,纯文本/算式,KP-0398|KP-0104,从结果反推; 已知第n项求n,,,,,,,,,,ID-801,,纯文本/算式,ALG_L2,,EQUAL_GROUP,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0236,全学段,课内,数与代数,找规律,图形数量规律(递增排列),找规律运算(L2),ID-403 [数阵规律],,图文结合,KP-0397,从结果反推; 已知第n项求n,,,,,,,,,,ID-403,,纯文本/算式,ALG_L2,,CYCLE,D2_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0237,全学段,课内,数与代数,找规律,图形循环排列规律,周期问题、有余数除法的竖式计算运算(L2),ID-801 [循环周期],,图文结合,KP-0398|KP-0104,从结果反推; 已知第n项求n,,,,,,,,,,ID-801,,纯文本/算式,ALG_L2,,EQUAL_GROUP,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0238,全学段,课内,数与代数,等量代换,天平等量代换(简单替换),等量代换(L2),ID-501 [等量代换],,纯文本/算式,KP-0514,从结果反推; 三层传递链,,,,,,,,,,ID-501,,纯文本/算式,ALG_L2,,CHANGE,D2_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0239,全学段,课内,数与代数,等量代换,连锁等量代换(A→B→C传递),等量代换(L2),ID-501 [等量代换],,纯文本/算式,KP-0514,从结果反推; 三层传递链,,,,,,,,,,ID-501,,纯文本/算式,ALG_L2,,CHANGE,D2_FORWARD_MULTI,I0_RAW,C1_SINGLE,Ch-A
KF-0240,课外培优,课外,典型应用题,植树问题,两端都栽(直线),植树问题(基础应用L2),ID-102 [点段对应],ID-401 [图解算理],纯文本/算式,KP-0176,,,,,,,,,,,ID-102,,生活情境,ALG_L2,,CYCLE,D2_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0241,课外培优,课外,典型应用题,植树问题,一端栽(直线),植树问题(多步综合L4),ID-102 [点段对应],ID-401 [图解算理],纯文本/算式,KP-0176,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-102,,生活情境,ALG_L4,,CYCLE,D3_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0242,课外培优,课外,典型应用题,植树问题,环形栽树,植树问题(多步综合L4),ID-102 [点段对应],ID-401 [图解算理],纯文本/算式,KP-0176,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-102,,生活情境,ALG_L4,,CYCLE,D3_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0243,课外培优,课外,典型应用题,植树问题,两端都不栽(直线),植树问题(多步综合L4),ID-102 [点段对应],ID-401 [图解算理],纯文本/算式,KP-0176,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-102,,生活情境,ALG_L4,,CYCLE,D3_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0244,课外培优,课外,典型应用题,植树问题,锯木头问题,植树问题(多步综合L4),ID-102 [点段对应],ID-401 [图解算理],纯文本/算式,KP-0176,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-102,,生活情境,ALG_L4,,CYCLE,D3_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0245,课外培优,课外,典型应用题,鸡兔同笼,列表枚举法,鸡兔同笼问题、含小括号的混合运算(基础应用L2),ID-901 [组合枚举],ID-502 [设元列式],纯文本/算式,KP-0242|KP-0100,从结果反推,,,,,,,,,,ID-104,,纯文本/算式,ALG_L2,,LOGIC,D2_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0246,课外培优,课外,典型应用题,鸡兔同笼,假设法(全假设为鸡),鸡兔同笼问题、含小括号的混合运算(多步综合L4),ID-104 [假设对应],ID-701 [步骤倒推]; ID-502 [设元列式],纯文本/算式,KP-0242|KP-0100,加入过程变化,,,,,,,,,,ID-104,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0247,课外培优,课外,典型应用题,鸡兔同笼,假设法(全假设为兔),鸡兔同笼问题、含小括号的混合运算(多步综合L4),ID-104 [假设对应],ID-701 [步骤倒推]; ID-502 [设元列式],纯文本/算式,KP-0242|KP-0100,加入过程变化,,,,,,,,,,ID-104,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0248,课外培优,课外,典型应用题,容斥原理,两个集合的容斥(韦恩图),集合的初步认识、合并模型(L4),ID-301 [集合容斥],ID-401 [图解算理],图文结合,KP-0141|KP-0044,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-301,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0249,课外培优,课外,典型应用题,容斥原理,直线型重叠(木板钉接),集合的初步认识、合并模型(L4),ID-302 [线性重叠],ID-401 [图解算理],纯文本/算式,KP-0141|KP-0044,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-301,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0250,课外培优,课外,典型应用题,容斥原理,三集合容斥,集合的初步认识、合并模型(L4),ID-301 [集合容斥],ID-401 [图解算理],纯文本/算式,KP-0141|KP-0044,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-301,,纯文本/算式,ALG_L4,,LOGIC,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0251,课外培优,课外,典型应用题,行程问题,基础相遇(求总路程),行程问题基本数量关系(基础应用L2),ID-203 [模型转化],ID-103 [单总对应],生活情境,KP-0466,从结果反推; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L2,,CHANGE,D2_FORWARD_MULTI,I1_SHALLOW,C1_SINGLE,Ch-A
KF-0252,课外培优,课外,典型应用题,行程问题,基础追及(求追及时间),行程问题基本数量关系、比多比少问题(多步综合L4),ID-203 [模型转化],ID-701 [步骤倒推]; ID-103 [单总对应],生活情境,KP-0466|KP-0085,加入过程变化; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L2,,RATIO,D2_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0253,课外培优,课外,典型应用题,行程问题,火车过桥(单车),行程问题基本数量关系、长方体的棱长和(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0466|KP-0382,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L4,,VOLUME,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0254,课外培优,课外,典型应用题,行程问题,流水行船(求顺流速度),行程问题基本数量关系、合并模型(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0466|KP-0044,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0255,课外培优,课外,典型应用题,行程问题,流水行船(求逆流速度),行程问题基本数量关系、去掉模型(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0466|KP-0045,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0256,课外培优,课外,典型应用题,行程问题,流水行船(求静水速度),行程问题基本数量关系、和差问题(逆向求解L3),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0466|KP-0156,多步倒推; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L3,,CHANGE,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0257,课外培优,课外,典型应用题,行程问题,环形跑道相遇,行程问题基本数量关系、圆的周长计算(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],生活情境,KP-0466|KP-0441,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-201,,图文结合,ALG_L4,,LENGTH,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0258,课外培优,课外,典型应用题,行程问题,环形跑道追及,行程问题基本数量关系、圆的周长计算(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],生活情境,KP-0466|KP-0441,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-201,,图文结合,ALG_L4,,LENGTH,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-V
KF-0259,课外培优,课外,典型应用题,行程问题,时钟追及问题(求重合时间),行程问题基本数量关系、钟面的认识(多步综合L5),ID-203 [模型转化],ID-103 [单总对应],生活情境,KP-0466|KP-0467,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L5,,CHANGE,D4_REVERSE_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0260,课外培优,课外,典型应用题,行程问题,时钟角度问题(求某时刻夹角),角的度量方法、钟面的认识(基础应用L2),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0282|KP-0467,从结果反推; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L3,,LENGTH,D2_REVERSE_SINGLE,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0261,课外培优,课外,典型应用题,行程问题,怪钟问题(快钟慢钟),行程问题基本数量关系、正比例的意义(多步综合L4),ID-203 [模型转化],ID-103 [单总对应],纯文本/算式,KP-0466|KP-0419,直接给出隐含条件; 加入无关数据; 火车过桥/桥长+车长,,,,,,,,,,ID-203,,生活情境,ALG_L4,,RATIO,D3_FORWARD_MULTI,I1_SHALLOW,C2_INTRA_MODULE,Ch-A
KF-0262,课外培优,课外,典型应用题,还原问题,倒推法求原数,还原问题、含小括号的混合运算(L4),ID-701 [步骤倒推],,纯文本/算式,KP-0177|KP-0100,加入过程变化,,,,,,,,,,ID-701,,纯文本/算式,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0263,课外培优,课外,典型应用题,周期问题,彩灯循环规律,周期问题、有余数除法的竖式计算(L4),ID-801 [循环周期],ID-202 [算理转化],纯文本/算式,KP-0398|KP-0104,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-801,,纯文本/算式,ALG_L4,,EQUAL_GROUP,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0264,课外培优,课外,典型应用题,周期问题,图形循环规律,周期问题、有余数除法的竖式计算(L4),ID-801 [循环周期],ID-202 [算理转化],图文结合,KP-0398|KP-0104,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-801,,纯文本/算式,ALG_L4,,EQUAL_GROUP,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0265,课外培优,课外,典型应用题,周期问题,星期推算问题,周期问题、有余数除法的竖式计算等(L4),ID-801 [循环周期],ID-202 [算理转化],纯文本/算式,KP-0398|KP-0104|KP-0204,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-801,,纯文本/算式,ALG_L4,,EQUAL_GROUP,D3_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0266,课外培优,课外,典型应用题,同余问题,物不知数问题(多次分配有余),有余数除法的竖式计算、余数与除数的关系等(L4),ID-801 [循环周期],ID-202 [算理转化],纯文本/算式,KP-0104|KP-0102|KP-0351,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-801,,纯文本/算式,ALG_L4,,CYCLE,D3_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0267,课外培优,课外,典型应用题,盈亏问题,盈亏问题(两次分配求人数),比多比少问题、平均分的意义(多步综合L4),ID-104 [假设对应],ID-701 [步骤倒推]; ID-501 [等量代换],生活情境,KP-0085|KP-0091,加入过程变化,,,,,,,,,,ID-104,,纯文本/算式,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0268,课外培优,课外,典型应用题,盈亏问题,盈亏问题(两次分配求物数),比多比少问题、平均分的意义(多步综合L4),ID-104 [假设对应],ID-701 [步骤倒推]; ID-501 [等量代换],生活情境,KP-0085|KP-0091,加入过程变化,,,,,,,,,,ID-104,,纯文本/算式,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0269,课外培优,课外,典型应用题,年龄问题,年龄差不变求现在年龄,比多比少问题、和差问题(多步综合L4),ID-203 [模型转化]; ID-402 [线段图模],,生活情境,KP-0085|KP-0156,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-402,,纯文本/算式,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I0_RAW,C2_INTRA_MODULE,Ch-A
KF-0270,课外培优,课外,典型应用题,年龄问题,年龄倍数变化求某时年龄,倍的直观概念、和差问题等(多步综合L4),ID-203 [模型转化]; ID-402 [线段图模],,生活情境,KP-0157|KP-0156|KP-0158,直接给出隐含条件; 加入无关数据,,,,,,,,,,ID-402,,纯文本/算式,ALG_L4,,CHANGE,D3_FORWARD_MULTI,I0_RAW,C3_CROSS_MODULE,Ch-A
KF-0271,课外培优,课外,典型应用题,浓度问题,混合两种溶液求浓度,浓度问题、百分数的意义与读写等(基础应用L2),ID-101 [量率对应],ID-203 [模型转化],生活情境,KP-0434|KP-0427|KP-0370,从结果反推,,,,,,,,,,ID-101,,生活情境,ALG_L2,,NUMBER_SYSTEM,D2_FORWARD_MULTI,I1_SHALLOW,C3_CROSS_MODULE,Ch-A
